0	12154	11508	10867	10759	100000	65	61	58	57
1	11542	8805	9468	10406	100000	78	59	64	70
2	7705	8269	7489	7822	100000	64	69	62	65
3	8882	8578	9030	8731	100000	43	42	44	43
4	9346	10330	11909	11009	100000	62	68	79	73
5	8278	7986	8104	7898	100000	49	48	48	47
6	11494	14032	10496	12643	100000	47	57	43	52
7	8745	8774	8610	8971	100000	62	62	61	63
8	13569	13289	13792	14194	100000	53	52	54	56
9	7518	7923	7801	8360	100000	53	56	55	59
10	10473	10269	10158	10990	100000	68	67	66	71
11	6735	7057	7315	6923	100000	72	76	78	74
12	8000	8714	8543	9260	100000	51	56	55	59
13	8681	9024	8529	9281	100000	63	65	62	67
14	10986	10789	10540	11186	100000	56	55	53	57
15	10588	11416	12601	13685	100000	56	60	66	72
16	10397	10952	10610	10724	100000	64	68	66	66
17	9365	8938	9163	9826	100000	49	47	48	52
18	11239	11837	12132	11643	100000	60	64	65	63
19	11215	10954	12895	11800	100000	65	64	75	69
