0	8793	8482	7361	7923	100000	88	85	74	79
1	8214	9257	8426	8073	100000	80	90	82	78
2	9554	10696	9451	9887	100000	44	49	43	45
3	8809	11119	9564	10111	100000	70	88	76	80
4	8005	8320	8479	9073	100000	63	65	66	71
5	11884	9476	10235	11074	100000	61	48	52	56
6	11636	13981	12455	13428	100000	50	60	53	58
7	8754	10075	10884	9375	100000	82	94	102	88
8	9074	10954	9481	9894	100000	49	59	51	53
9	5297	5670	6087	5892	100000	42	45	48	46
10	9710	7606	8392	9137	100000	80	63	69	75
11	6667	7746	7110	8145	100000	94	109	100	115
12	10516	8655	8994	9778	100000	77	63	66	72
13	10304	12352	11006	11732	100000	67	80	71	76
14	13983	13332	12424	13713	100000	53	51	48	52
15	12153	13323	14632	16096	100000	86	94	103	113
16	8914	11397	9591	10363	100000	63	80	67	73
17	10469	8775	9247	9951	100000	85	72	75	81
18	10858	11558	12779	12585	100000	47	50	55	54
19	10703	12331	11593	10461	100000	79	91	86	77
